"strategy_id","variant","phase","role","gate","condition_id","condition_key","independence_lineage","rationale"
"ABSORPTION_DEFENSE","BOTH","PRE_EVAL","QUALITY","HARD_ALL","CD-G01-014","tick_size_valid","QUALITY:tick_size_valid","欠損・gap・stale・future leakageをsupport条件で相殺せず発注評価を止める"
"ABSORPTION_DEFENSE","BOTH","PRE_EVAL","QUALITY","HARD_ALL","CD-G01-016","duplicate_event_absent","QUALITY:duplicate_event_absent","欠損・gap・stale・future leakageをsupport条件で相殺せず発注評価を止める"
"ABSORPTION_DEFENSE","BOTH","PRE_EVAL","QUALITY","HARD_ALL","CD-G01-017","trade_gap_absent","QUALITY:trade_gap_absent","欠損・gap・stale・future leakageをsupport条件で相殺せず発注評価を止める"
"ABSORPTION_DEFENSE","BOTH","PRE_EVAL","QUALITY","HARD_ALL","CD-G01-018","depth_gap_absent","QUALITY:depth_gap_absent","欠損・gap・stale・future leakageをsupport条件で相殺せず発注評価を止める"
"ABSORPTION_DEFENSE","BOTH","PRE_EVAL","QUALITY","HARD_ALL","CD-G01-019","persistence_confirmed","QUALITY:persistence_confirmed","欠損・gap・stale・future leakageをsupport条件で相殺せず発注評価を止める"
"ABSORPTION_DEFENSE","BOTH","PRE_EVAL","QUALITY","HARD_ALL","CD-G01-020","market_state_atomic","QUALITY:market_state_atomic","欠損・gap・stale・future leakageをsupport条件で相殺せず発注評価を止める"
"ABSORPTION_DEFENSE","BOTH","PRE_EVAL","QUALITY","HARD_ALL","CD-G01-021","cross_source_time_aligned","QUALITY:cross_source_time_aligned","欠損・gap・stale・future leakageをsupport条件で相殺せず発注評価を止める"
"ABSORPTION_DEFENSE","BOTH","PRE_EVAL","QUALITY","HARD_ALL","CD-G01-022","source_reconnect_stable","QUALITY:source_reconnect_stable","欠損・gap・stale・future leakageをsupport条件で相殺せず発注評価を止める"
"ABSORPTION_DEFENSE","BOTH","PRE_EVAL","QUALITY","HARD_ALL","CD-G01-023","resync_cooldown_elapsed","QUALITY:resync_cooldown_elapsed","欠損・gap・stale・future leakageをsupport条件で相殺せず発注評価を止める"
"ABSORPTION_DEFENSE","BOTH","PRE_EVAL","QUALITY","HARD_ALL","CD-G01-025","aggregation_limit_disclosed","QUALITY:aggregation_limit_disclosed","欠損・gap・stale・future leakageをsupport条件で相殺せず発注評価を止める"
"ABSORPTION_DEFENSE","BOTH","PRE_EVAL","QUALITY","HARD_ALL","CD-G01-026","future_leakage_absent","QUALITY:future_leakage_absent","欠損・gap・stale・future leakageをsupport条件で相殺せず発注評価を止める"
"ABSORPTION_DEFENSE","BOTH","PRE_EVAL","QUALITY","HARD_ALL","CD-G01-027","window_complete","QUALITY:window_complete","欠損・gap・stale・future leakageをsupport条件で相殺せず発注評価を止める"
"ABSORPTION_DEFENSE","BOTH","PRE_EVAL","QUALITY","HARD_ALL","CD-G01-028","baseline_sample_sufficient","QUALITY:baseline_sample_sufficient","欠損・gap・stale・future leakageをsupport条件で相殺せず発注評価を止める"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-001","hfm_symbol_tradeable","EXECUTION_RISK:hfm_symbol_tradeable","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-002","execution_hfm_quote_fresh","EXECUTION_RISK:execution_hfm_quote_fresh","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-003","hfm_spread_within_limit","EXECUTION_RISK:hfm_spread_within_limit","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-004","hfm_basis_within_limit","EXECUTION_RISK:hfm_basis_within_limit","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-005","execution_latency_within_limit","EXECUTION_RISK:execution_latency_within_limit","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-006","expected_slippage_within_limit","EXECUTION_RISK:expected_slippage_within_limit","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-007","expected_cost_within_limit","EXECUTION_RISK:expected_cost_within_limit","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-008","risk_reward_above_floor","EXECUTION_RISK:risk_reward_above_floor","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-009","invalidation_distance_valid","EXECUTION_RISK:invalidation_distance_valid","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-010","risk_budget_available","EXECUTION_RISK:risk_budget_available","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-011","position_cap_available","EXECUTION_RISK:position_cap_available","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-012","margin_available","EXECUTION_RISK:margin_available","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-013","broker_volume_step_valid","EXECUTION_RISK:broker_volume_step_valid","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-014","broker_min_volume_met","EXECUTION_RISK:broker_min_volume_met","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-015","broker_max_volume_not_exceeded","EXECUTION_RISK:broker_max_volume_not_exceeded","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-016","broker_stop_distance_valid","EXECUTION_RISK:broker_stop_distance_valid","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-017","duplicate_intent_absent","EXECUTION_RISK:duplicate_intent_absent","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-018","outstanding_order_conflict_absent","EXECUTION_RISK:outstanding_order_conflict_absent","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-019","idempotency_key_available","EXECUTION_RISK:idempotency_key_available","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-020","execution_mode_allowed","EXECUTION_RISK:execution_mode_allowed","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-021","daily_loss_limit_clear","EXECUTION_RISK:daily_loss_limit_clear","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-022","drawdown_limit_clear","EXECUTION_RISK:drawdown_limit_clear","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-023","cooldown_elapsed","EXECUTION_RISK:cooldown_elapsed","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-024","max_order_rate_clear","EXECUTION_RISK:max_order_rate_clear","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-025","recent_reject_rate_acceptable","EXECUTION_RISK:recent_reject_rate_acceptable","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-026","recent_fill_rate_acceptable","EXECUTION_RISK:recent_fill_rate_acceptable","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","HARD_ALL","CD-G14-027","emergency_stop_clear","EXECUTION_RISK:emergency_stop_clear","HFM自動発注前のhard gate"
"ABSORPTION_DEFENSE","BOTH","PRE_ORDER","EXECUTION","DERIVED_SUMMARY","CD-G14-028","all_execution_hard_gates_pass","EXECUTION_RISK:all_execution_hard_gates_pass","個別execution gateの集約結果であり独立票ではない"
"ABSORPTION_DEFENSE","LONG","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-013","distance_to_session_low","LOCATION:session_low","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_DEFENSE","LONG","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-014","relation_to_session_low","LOCATION:session_low","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_DEFENSE","LONG","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-017","distance_to_previous_day_low","LOCATION:previous_day_low","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_DEFENSE","LONG","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-018","relation_to_previous_day_low","LOCATION:previous_day_low","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_DEFENSE","LONG","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-027","distance_to_rolling_5m_low","LOCATION:rolling_5m_low","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_DEFENSE","LONG","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-028","relation_to_rolling_5m_low","LOCATION:rolling_5m_low","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_DEFENSE","LONG","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-031","distance_to_rolling_15m_low","LOCATION:rolling_15m_low","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_DEFENSE","LONG","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-032","relation_to_rolling_15m_low","LOCATION:rolling_15m_low","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_DEFENSE","LONG","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-037","distance_to_session_vwap","LOCATION:session_vwap","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_DEFENSE","LONG","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-038","relation_to_session_vwap","LOCATION:session_vwap","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_DEFENSE","LONG","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-045","distance_to_profile_val","LOCATION:profile_val","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_DEFENSE","LONG","CONTEXT","LOCATION","BIND_ONE_REFERENCE","CD-G03-046","relation_to_profile_val","LOCATION:profile_val","Strategy instanceは候補から一つのactive referenceを事前bindingし後付け選択しない"
"ABSORPTION_DEFENSE","LONG","ENTRY","DECISION","AT_LEAST_ONE","CD-G16-008","seller_fade_active","COMPOSITE:FADE:SELLER","反対response成立まで待つ"
"ABSORPTION_DEFENSE","LONG","ENTRY","DECISION","AT_LEAST_ONE","CD-G16-009","buyers_jump_in","COMPOSITE:AGGRESSION:BUY_ENTRY","反対response成立まで待つ"
"ABSORPTION_DEFENSE","LONG","ENTRY","DECISION","AT_LEAST_ONE","CD-G16-025","reclaim_above_reference","COMPOSITE:RECLAIM:ABOVE","反対response成立まで待つ"
"ABSORPTION_DEFENSE","LONG","ENTRY","DECISION","AT_LEAST_ONE","CD-G16-040","directional_flow_resumed_up","COMPOSITE:FLOW_CHARACTER:RESUME_UP","反対response成立まで待つ"
"ABSORPTION_DEFENSE","LONG","ENTRY","SUPPORTING","AT_LEAST_ONE_INDEPENDENT","CD-G06-013","queue_imbalance_top5","BOOK_SHAPE:QUEUE_IMBALANCE","補充like・book・tapeの追加確認"
"ABSORPTION_DEFENSE","LONG","ENTRY","SUPPORTING","AT_LEAST_ONE_INDEPENDENT","CD-G06-014","microprice_top5","BOOK_SHAPE:MICROPRICE","補充like・book・tapeの追加確認"
"ABSORPTION_DEFENSE","LONG","ENTRY","SUPPORTING","AT_LEAST_ONE_INDEPENDENT","CD-G06-029","bid_wall_concentration_top10","BOOK_SHAPE:WALL_CONCENTRATION:bid","補充like・book・tapeの追加確認"
"ABSORPTION_DEFENSE","LONG","ENTRY","SUPPORTING","AT_LEAST_ONE_INDEPENDENT","CD-G07-008","bid_net_flow_1s","BOOK_EVENT:bid:net_flow","補充like・book・tapeの追加確認"
"ABSORPTION_DEFENSE","LONG","ENTRY","SUPPORTING","AT_LEAST_ONE_INDEPENDENT","CD-G07-011","bid_refresh_count_1s","BOOK_EVENT:bid:refresh_count","補充like・book・tapeの追加確認"
"ABSORPTION_DEFENSE","LONG","ENTRY","SUPPORTING","AT_LEAST_ONE_INDEPENDENT","CD-G07-012","bid_refresh_count_5s","BOOK_EVENT:bid:refresh_count","補充like・book・tapeの追加確認"
"ABSORPTION_DEFENSE","LONG","ENTRY","SUPPORTING","AT_LEAST_ONE_INDEPENDENT","CD-G10-010","cvd_slope_5s","DELTA_FOOTPRINT:cvd_slope","補充like・book・tapeの追加確認"
"ABSORPTION_DEFENSE","LONG","ENTRY","SUPPORTING","AT_LEAST_ONE_INDEPENDENT","CD-G10-030","stacked_buy_imbalance_depth_5s","DELTA_FOOTPRINT:stacked_buy_imbalance_depth","補充like・book・tapeの追加確認"
"ABSORPTION_DEFENSE","LONG","POSITION","INVALIDATION","INVALIDATE_ANY","CD-G16-018","acceptance_below_reference","COMPOSITE:ACCEPTANCE:BELOW","defended reference破壊"
"ABSORPTION_DEFENSE","LONG","POSITION","INVALIDATION","INVALIDATE_ANY","CD-G16-022","downside_breakout_follow_through","COMPOSITE:BREAKOUT:DOWN:FOLLOW_THROUGH","defended reference破壊"
"ABSORPTION_DEFENSE","LONG","POSITION","INVALIDATION","INVALIDATE_ANY","CD-G16-037","bid_passive_defense_failed","COMPOSITE:PASSIVE_DEFENSE:BID","defended reference破壊"
"ABSORPTION_DEFENSE","LONG","POSITION","POSITION","MANAGE","CD-G15-011","passive_defense_holds","POSITION:passive_defense_holds","entry後も防衛保持を監視"
"ABSORPTION_DEFENSE","LONG","PRE_ENTRY","ATTACK","INPUT","CD-G08-026","sell_market_volume_1s","TAPE:sell:market_volume","supportへのaggressive sell attackを測る"
"ABSORPTION_DEFENSE","LONG","PRE_ENTRY","ATTACK","INPUT","CD-G08-027","sell_market_volume_5s","TAPE:sell:market_volume","supportへのaggressive sell attackを測る"
"ABSORPTION_DEFENSE","LONG","PRE_ENTRY","ATTACK","INPUT","CD-G08-041","sell_trade_rate_1s","TAPE:sell:trade_rate","supportへのaggressive sell attackを測る"
"ABSORPTION_DEFENSE","LONG","PRE_ENTRY","ATTACK","INPUT","CD-G08-042","sell_trade_rate_5s","TAPE:sell:trade_rate","supportへのaggressive sell attackを測る"
"ABSORPTION_DEFENSE","LONG","PRE_ENTRY","ATTACK","INPUT","CD-G08-047","sell_side_share_1s","TAPE:sell:side_share","supportへのaggressive sell attackを測る"
"ABSORPTION_DEFENSE","LONG","PRE_ENTRY","ATTACK","INPUT","CD-G09-006","downward_progress_ticks_1s","PRICE_RESPONSE:downward_progress_ticks","supportへのaggressive sell attackを測る"
"ABSORPTION_DEFENSE","LONG","PRE_ENTRY","ATTACK","INPUT","CD-G09-007","downward_progress_ticks_5s","PRICE_RESPONSE:downward_progress_ticks","supportへのaggressive sell attackを測る"
"ABSORPTION_DEFENSE","LONG","PRE_ENTRY","ATTACK","INPUT","CD-G09-022","sell_efficiency_1s","PRICE_RESPONSE:sell_efficiency","supportへのaggressive sell attackを測る"
"ABSORPTION_DEFENSE","LONG","PRE_ENTRY","ATTACK","INPUT","CD-G09-023","sell_efficiency_5s","PRICE_RESPONSE:sell_efficiency","supportへのaggressive sell attackを測る"
"ABSORPTION_DEFENSE","LONG","PRE_ENTRY","CONTRADICTION","VETO_ANY","CD-G16-005","bid_absorption_weakening","COMPOSITE:ABSORPTION:BID","防衛消耗またはattack再加速"
"ABSORPTION_DEFENSE","LONG","PRE_ENTRY","CONTRADICTION","VETO_ANY","CD-G16-018","acceptance_below_reference","COMPOSITE:ACCEPTANCE:BELOW","防衛消耗またはattack再加速"
"ABSORPTION_DEFENSE","LONG","PRE_ENTRY","CONTRADICTION","VETO_ANY","CD-G16-032","sell_momentum_accelerating","COMPOSITE:MOMENTUM:SELL","防衛消耗またはattack再加速"
"ABSORPTION_DEFENSE","LONG","PRE_ENTRY","CONTRADICTION","VETO_ANY","CD-G16-037","bid_passive_defense_failed","COMPOSITE:PASSIVE_DEFENSE:BID","防衛消耗またはattack再加速"
